# dev weight-fit surface. fitted_on=dev fit_rhos=(0.95, 1.05) split=e7b5934392cd label_version=v8 sla_high=30.0 sla_med=120.0 sla_low=480.0 agents=5 service_mean=8.0min tickets_per_rep=1000 generated_by=run_system_eval.py
w_priority,w_sentiment,w_intent,alpha,rel_tardiness,high_mean_wait,low_p95_wait
0.0,0.45,0.55,0.5,0.0178751015495129,1.8397006617228258,306.5018338009822
0.0,0.45,0.55,1.0,0.016973207924800712,1.8775150038723991,297.3887492768211
0.0,0.45,0.55,2.0,0.015492213020869209,1.9066181595323748,285.80421589571785
0.0,0.45,0.55,4.0,0.014240606035088603,1.9648315232462092,274.90962121076507
0.0,0.45,0.55,8.0,0.01333201116683049,1.9410620938324206,261.12702587246275
0.0,0.45,0.55,16.0,0.012561762882962138,1.9907082027870155,253.38537011958624
0.0,0.5,0.5,0.0,0.019592075867765985,1.8945565479236628,319.4296927369291
0.0,0.5,0.5,0.5,0.01823496728129399,1.912827697003568,303.37166092141297
0.0,0.5,0.5,1.0,0.016969197778399545,1.9460832610834906,296.5869074742964
0.0,0.5,0.5,2.0,0.016142810202982662,2.02903800245781,286.7713641802745
0.0,0.5,0.5,4.0,0.014358817158806087,1.9235070193740718,273.63378740377476
0.0,0.5,0.5,8.0,0.013382678392611091,1.9946445944033393,260.62970445492203
0.0,0.5,0.5,16.0,0.012495241089155998,2.0576666251128928,252.29936190465165
0.0,0.55,0.45,0.0,0.020021886150370687,1.8695292783718624,316.16621621941545
0.0,0.55,0.45,0.5,0.01861075425124221,1.9597766915096193,307.58416627251046
0.0,0.55,0.45,1.0,0.017385032341747708,1.9487961141770358,294.5869787843852
0.0,0.55,0.45,2.0,0.015989588427455893,1.9364246329580161,284.58898409210923
0.0,0.55,0.45,4.0,0.014443473400320456,1.9906116519743462,271.417829231665
0.0,0.55,0.45,8.0,0.013392055767410649,2.0185419962827615,258.2727336992495
0.0,0.55,0.45,16.0,0.012496180817300147,2.105319166487971,249.23690781528083
0.0,0.6,0.4,0.0,0.020290422861841927,1.9231216774755702,319.20814002169686
0.0,0.6,0.4,0.5,0.01861789162556739,1.9513388435870667,304.7628583339153
0.0,0.6,0.4,1.0,0.01761453236456924,1.9381312781745275,294.37841005088654
0.0,0.6,0.4,2.0,0.01592961450439671,1.996655062789123,283.3195258211627
0.0,0.6,0.4,4.0,0.01478128718447954,2.012083577690538,269.4583951616721
0.0,0.6,0.4,8.0,0.013695354266354405,2.0890913100575843,256.98541673914195
0.0,0.6,0.4,16.0,0.01262784777213166,2.127769373529345,248.57619316044392
0.0,0.65,0.35,0.0,0.021126157390614658,1.9690317570687377,319.4973848666573
0.0,0.65,0.35,0.5,0.01869743328001933,1.9773071317601232,303.12086168241393
0.0,0.65,0.35,1.0,0.017942689467554007,2.0022469234925513,292.26990627914756
