# Layer 2 raw replications. split=e7b5934392cd label_version=v8 sla_high=30.0 sla_med=120.0 sla_low=480.0 agents=5 service_mean=8.0min tickets_per_rep=1000 generated_by=run_system_eval.py
policy,rho,seed,high_mean_wait,high_p95_wait,low_p95_wait,mean_wait,sla_breach_rate,high_sla_breach_rate,rel_tardiness,high_rel_tardiness,low_rel_tardiness
random,0.85,32,8.016473720076005,30.959384802548694,40.033825375323765,8.892257443197202,0.01,0.05128205128205128,0.014022641915216292,0.13411485581833313,0.0
random,0.85,33,6.109640468782324,19.18624718616257,37.77279288177007,6.749092938403734,0.007,0.042105263157894736,0.005215670813800706,0.047302783258636204,0.0
random,0.85,34,2.2331996878830256,10.482929515944894,15.218524532035552,2.8233490353555606,0.001,0.010101010101010102,0.00020141251228863362,0.0020344698210973096,0.0
random,0.85,35,3.8230572078901846,15.81318340877745,18.629917716893836,4.23424032605299,0.003,0.030612244897959183,0.002918892826176646,0.029784620675271895,0.0
random,0.85,36,3.466615513099417,16.863479501399027,34.618246417404656,6.457697479689938,0.003,0.022222222222222223,0.0010389350499387527,0.005421866456806815,0.0
random,0.85,37,4.178201898376082,18.764932088388274,22.995443913132902,4.244191531686376,0.004,0.030927835051546393,0.0019921415713972305,0.015678649900318406,0.0
random,0.85,38,4.603469224633598,29.155475736670464,24.561287114712897,4.197304389114255,0.004,0.04040404040404041,0.002043050465598372,0.02063687338988255,0.0
random,0.85,39,10.956270269209435,52.282414654784574,27.858407865805248,7.640838499336618,0.016,0.12643678160919541,0.017498202575649935,0.17211894988705084,0.0
random,0.85,40,7.175241996772245,49.97363478610781,51.61095924390467,7.279585376993559,0.009,0.07216494845360824,0.009094663634257856,0.08958051963733862,0.0
random,0.85,41,2.2987328534004434,12.998626546831419,13.888366300946615,2.914811530736265,0.0,0.0,0.0,0.0,0.0
random,0.85,42,1.8079532968936587,7.283129470087716,9.20998907200456,2.4498314756512207,0.001,0.0,7.943922315433268e-05,0.0,0.0
random,0.85,43,2.5727476334603927,8.741506632189726,17.17612437423574,3.3052149579768155,0.001,0.01098901098901099,0.0012887136226379626,0.014161688160856731,0.0
random,0.85,44,7.255613321820201,27.40290416347227,65.98046957165572,10.851187382581935,0.009,0.04395604395604396,0.007852683250073886,0.08043681370053168,0.0
random,0.85,45,11.770618123536037,68.25880427830938,83.78597329590029,12.831013850585121,0.018,0.08235294117647059,0.023683953078679296,0.21275798049032915,0.0
random,0.85,46,2.257082833394444,11.460063542650303,20.535018744987394,4.102679491537638,0.0,0.0,0.0,0.0,0.0
random,0.85,47,2.85529742297397,16.34085059725937,15.066262374181065,2.983292678430295,0.002,0.021052631578947368,0.00013251482111387912,0.0013948928538303064,0.0
random,0.85,48,6.391069961100226,23.800638404203028,25.66447269886994,6.020039884283891,0.006,0.052083333333333336,0.010184298036260286,0.09997177868692682,0.0
random,0.85,49,9.216444981835123,40.96435399977049,52.02759713936714,10.046988709361413,0.009,0.06796116504854369,0.011360480219226254,0.10326292200188161,0.0
random,0.85,50,4.2918245142982,19.41294407958227,28.686532733551285,4.855266972979776,0.002,0.021739130434782608,0.00041640058336190954,0.00452609329741206,0.0
random,0.85,51,6.0306364689998455,18.976962199775315,42.94820367217625,7.676372672908286,0.009,0.041666666666666664,0.007435735519748372,0.06681846423610815,0.0
random,0.85,52,5.0519918017022665,17.928935230237776,32.46605741809116,5.645595142514916,0.003,0.04,0.002005132655086315,0.02673510206781753,0.0
random,0.85,53,5.119198843338759,19.60452060950593,35.38986641407484,6.777610290459627,0.005,0.030927835051546393,0.004858623282387058,0.04554521170327293,0.0
random,0.85,54,1.6379432375308614,7.04689425263933,14.592843664217718,2.4417219693385914,0.0,0.0,0.0,0.0,0.0
random,0.85,55,5.118478759333073,25.285730606491214,16.946676394677517,4.630493860562768,0.004,0.0375,0.00449864781664685,0.053398103383301906,0.0
random,0.85,56,3.397043491244976,18.146992038410644,34.00464967622988,6.018212476940262,0.002,0.024691358024691357,0.0006590998419079142,0.008137035085282891,0.0
