Model,Language,Intent_Class,Precision,Recall,F1_Score,Support
Logistic Regression,all,automatic_top_up,99.44,88.5,93.65,200
Logistic Regression,all,balance_not_updated_after_bank_transfer,80.98,74.5,77.6,200
Logistic Regression,all,balance_not_updated_after_cheque_or_cash_deposit,85.35,84.5,84.92,200
Logistic Regression,all,beneficiary_not_allowed,93.96,85.5,89.53,200
Logistic Regression,all,cancel_transfer,70.85,96.0,81.53,200
Logistic Regression,all,card_about_to_expire,98.16,80.0,88.15,200
Logistic Regression,all,card_acceptance,63.92,93.0,75.76,200
Logistic Regression,all,card_arrival,69.2,86.5,76.89,200
Logistic Regression,all,card_delivery_estimate,78.4,83.5,80.87,200
Logistic Regression,all,card_linking,93.33,91.0,92.15,200
Logistic Regression,all,card_not_working,74.15,87.5,80.28,200
Logistic Regression,all,card_payment_fee_charged,65.83,79.0,71.82,200
Logistic Regression,all,card_payment_not_recognised,69.78,78.5,73.88,200
Logistic Regression,all,card_payment_wrong_exchange_rate,70.0,91.0,79.13,200
Logistic Regression,all,card_swallowed,98.38,91.0,94.55,200
Logistic Regression,all,cash_withdrawal_charge,80.93,87.0,83.86,200
Logistic Regression,all,cash_withdrawal_not_recognised,80.58,83.0,81.77,200
Logistic Regression,all,change_pin,93.46,71.5,81.02,200
Logistic Regression,all,compromised_card,77.4,68.5,72.68,200
Logistic Regression,all,contactless_not_working,98.95,94.0,96.41,200
Logistic Regression,all,country_support,85.44,88.0,86.7,200
Logistic Regression,all,declined_card_payment,82.29,79.0,80.61,200
Logistic Regression,all,declined_cash_withdrawal,81.91,81.5,81.7,200
Logistic Regression,all,declined_transfer,95.73,78.5,86.26,200
Logistic Regression,all,direct_debit_payment_not_recognised,89.68,69.5,78.31,200
Logistic Regression,all,disposable_card_limits,86.55,74.0,79.78,200
Logistic Regression,all,edit_personal_details,92.12,93.5,92.8,200
Logistic Regression,all,exchange_charge,87.04,70.5,77.9,200
Logistic Regression,all,exchange_rate,78.16,80.5,79.31,200
Logistic Regression,all,exchange_via_app,80.92,70.0,75.07,200
Logistic Regression,all,extra_charge_on_statement,88.14,85.5,86.8,200
Logistic Regression,all,failed_transfer,69.95,71.0,70.47,200
Logistic Regression,all,fiat_currency_support,78.05,80.0,79.01,200
Logistic Regression,all,get_disposable_virtual_card,69.23,81.0,74.65,200
Logistic Regression,all,get_physical_card,69.82,96.0,80.84,200
Logistic Regression,all,getting_spare_card,79.29,78.5,78.89,200
Logistic Regression,all,getting_virtual_card,75.93,91.5,82.99,200
Logistic Regression,all,lost_or_stolen_card,73.19,86.0,79.08,200
Logistic Regression,all,lost_or_stolen_phone,98.96,95.0,96.94,200
Logistic Regression,all,order_physical_card,67.43,73.5,70.33,200
Logistic Regression,all,passcode_forgotten,100.0,100.0,100.0,200
Logistic Regression,all,pending_card_payment,91.23,78.0,84.1,200
Logistic Regression,all,pending_cash_withdrawal,94.15,88.5,91.24,200
Logistic Regression,all,pending_top_up,72.65,85.0,78.34,200
Logistic Regression,all,pending_transfer,70.97,77.0,73.86,200
Logistic Regression,all,pin_blocked,92.64,75.5,83.2,200
Logistic Regression,all,receiving_money,70.82,91.0,79.65,200
Logistic Regression,all,request_refund,81.91,81.5,81.7,200
Logistic Regression,all,reverted_card_payment?,81.13,86.0,83.5,200
Logistic Regression,all,supported_cards_and_currencies,83.82,85.5,84.65,200
Logistic Regression,all,terminate_account,83.98,97.0,90.02,200
Logistic Regression,all,top_up_by_bank_transfer_charge,85.64,80.5,82.99,200
Logistic Regression,all,top_up_by_card_charge,91.81,78.5,84.64,200
Logistic Regression,all,top_up_by_cash_or_cheque,89.88,75.5,82.07,200
Logistic Regression,all,top_up_failed,62.34,72.0,66.82,200
Logistic Regression,all,top_up_limits,95.0,95.0,95.0,200
Logistic Regression,all,top_up_reverted,80.61,66.5,72.88,200
Logistic Regression,all,topping_up_by_card,75.12,77.0,76.05,200
Logistic Regression,all,transaction_charged_twice,90.67,87.5,89.06,200
Logistic Regression,all,transfer_fee_charged,84.88,73.0,78.49,200
Logistic Regression,all,transfer_into_account,86.62,68.0,76.19,200
Logistic Regression,all,transfer_not_received_by_recipient,79.21,70.5,74.6,200
Logistic Regression,all,transfer_timing,87.05,84.0,85.5,200
Logistic Regression,all,unable_to_verify_identity,76.76,71.0,73.77,200
Logistic Regression,all,verify_my_identity,60.15,80.0,68.67,200
Logistic Regression,all,verify_source_of_funds,83.33,87.5,85.37,200
Logistic Regression,all,verify_top_up,96.92,94.5,95.7,200
Logistic Regression,all,virtual_card_not_working,99.05,52.0,68.2,200
Logistic Regression,all,visa_or_mastercard,96.13,87.0,91.34,200
Logistic Regression,all,why_verify_identity,83.33,67.5,74.59,200
Logistic Regression,all,wrong_amount_of_cash_received,66.3,90.5,76.53,200
Logistic Regression,all,wrong_exchange_rate_for_cash_withdrawal,91.11,61.5,73.43,200
Linear SVM,english,Refund_not_showing_up,95.12,97.5,96.3,40
Linear SVM,english,activate_my_card,97.5,97.5,97.5,40
Linear SVM,english,age_limit,95.24,100.0,97.56,40
Linear SVM,english,apple_pay_or_google_pay,100.0,100.0,100.0,40
Linear SVM,english,atm_support,94.87,94.87,94.87,39
Linear SVM,english,automatic_top_up,97.5,97.5,97.5,40
Linear SVM,english,balance_not_updated_after_bank_transfer,76.32,72.5,74.36,40
Linear SVM,english,balance_not_updated_after_cheque_or_cash_deposit,95.0,95.0,95.0,40
Linear SVM,english,beneficiary_not_allowed,97.44,95.0,96.2,40
Linear SVM,english,cancel_transfer,100.0,95.0,97.44,40
Linear SVM,english,card_about_to_expire,100.0,97.5,98.73,40
Linear SVM,english,card_acceptance,94.59,87.5,90.91,40
Linear SVM,english,card_arrival,89.74,87.5,88.61,40
Linear SVM,english,card_delivery_estimate,83.72,90.0,86.75,40
Linear SVM,english,card_linking,95.12,97.5,96.3,40
Linear SVM,english,card_not_working,74.0,92.5,82.22,40
Linear SVM,english,card_payment_fee_charged,94.59,87.5,90.91,40
Linear SVM,english,card_payment_not_recognised,89.19,82.5,85.71,40
Linear SVM,english,card_payment_wrong_exchange_rate,85.71,90.0,87.8,40
Linear SVM,english,card_swallowed,97.22,87.5,92.11,40
Linear SVM,english,cash_withdrawal_charge,92.5,92.5,92.5,40
Linear SVM,english,cash_withdrawal_not_recognised,88.37,95.0,91.57,40
Linear SVM,english,change_pin,100.0,95.0,97.44,40
Linear SVM,english,compromised_card,83.72,90.0,86.75,40
Linear SVM,english,contactless_not_working,100.0,97.5,98.73,40
Linear SVM,english,country_support,90.7,97.5,93.98,40
Linear SVM,english,declined_card_payment,88.64,97.5,92.86,40
Linear SVM,english,declined_cash_withdrawal,92.5,92.5,92.5,40
Linear SVM,english,declined_transfer,97.06,82.5,89.19,40
Linear SVM,english,direct_debit_payment_not_recognised,90.0,90.0,90.0,40
Linear SVM,english,disposable_card_limits,94.44,85.0,89.47,40
Linear SVM,english,edit_personal_details,95.24,100.0,97.56,40
Linear SVM,english,exchange_charge,87.5,87.5,87.5,40
Linear SVM,english,exchange_rate,90.7,97.5,93.98,40
Linear SVM,english,exchange_via_app,90.0,90.0,90.0,40
Linear SVM,english,extra_charge_on_statement,97.3,90.0,93.51,40
Linear SVM,english,failed_transfer,75.56,85.0,80.0,40
Linear SVM,english,fiat_currency_support,93.94,77.5,84.93,40
Linear SVM,english,get_disposable_virtual_card,92.11,87.5,89.74,40
Linear SVM,english,get_physical_card,86.67,97.5,91.76,40
Linear SVM,english,getting_spare_card,90.24,92.5,91.36,40
Linear SVM,english,getting_virtual_card,80.85,95.0,87.36,40
Linear SVM,english,lost_or_stolen_card,82.22,92.5,87.06,40
Linear SVM,english,lost_or_stolen_phone,100.0,97.5,98.73,40
Linear SVM,english,order_physical_card,89.47,85.0,87.18,40
Linear SVM,english,passcode_forgotten,97.56,100.0,98.77,40
Linear SVM,english,pending_card_payment,87.8,90.0,88.89,40
Linear SVM,english,pending_cash_withdrawal,97.14,85.0,90.67,40
Linear SVM,english,pending_top_up,87.8,90.0,88.89,40
Linear SVM,english,pending_transfer,75.61,77.5,76.54,40
Linear SVM,english,pin_blocked,94.29,82.5,88.0,40
Linear SVM,english,receiving_money,100.0,100.0,100.0,40
Linear SVM,english,request_refund,94.87,92.5,93.67,40
Linear SVM,english,reverted_card_payment?,90.48,95.0,92.68,40
Linear SVM,english,supported_cards_and_currencies,82.98,97.5,89.66,40
Linear SVM,english,terminate_account,97.56,100.0,98.77,40
Linear SVM,english,top_up_by_bank_transfer_charge,97.3,90.0,93.51,40
Linear SVM,english,top_up_by_card_charge,95.12,97.5,96.3,40
Linear SVM,english,top_up_by_cash_or_cheque,94.59,87.5,90.91,40
Linear SVM,english,top_up_failed,81.58,77.5,79.49,40
Linear SVM,english,top_up_limits,88.37,95.0,91.57,40
Linear SVM,english,top_up_reverted,89.19,82.5,85.71,40
Linear SVM,english,topping_up_by_card,87.18,85.0,86.08,40
Linear SVM,english,transaction_charged_twice,88.89,100.0,94.12,40
Linear SVM,english,transfer_fee_charged,87.5,87.5,87.5,40
Linear SVM,english,transfer_into_account,87.18,85.0,86.08,40
Linear SVM,english,transfer_not_received_by_recipient,82.93,85.0,83.95,40
Linear SVM,english,transfer_timing,91.67,82.5,86.84,40
Linear SVM,english,unable_to_verify_identity,84.62,82.5,83.54,40
Linear SVM,english,verify_my_identity,85.0,85.0,85.0,40
Linear SVM,english,verify_source_of_funds,93.02,100.0,96.39,40
Linear SVM,english,verify_top_up,100.0,100.0,100.0,40
Linear SVM,english,virtual_card_not_working,100.0,85.0,91.89,40
Linear SVM,english,visa_or_mastercard,100.0,92.5,96.1,40
Linear SVM,english,why_verify_identity,82.93,85.0,83.95,40
Linear SVM,english,wrong_amount_of_cash_received,94.74,90.0,92.31,40
Linear SVM,english,wrong_exchange_rate_for_cash_withdrawal,85.0,85.0,85.0,40
Linear SVM,sinhala,Refund_not_showing_up,93.02,100.0,96.39,40
Linear SVM,sinhala,activate_my_card,100.0,97.5,98.73,40
Linear SVM,sinhala,age_limit,97.56,100.0,98.77,40
Linear SVM,sinhala,apple_pay_or_google_pay,100.0,97.5,98.73,40
Linear SVM,sinhala,atm_support,87.5,89.74,88.61,39
Linear SVM,sinhala,automatic_top_up,97.5,97.5,97.5,40
Linear SVM,sinhala,balance_not_updated_after_bank_transfer,87.88,72.5,79.45,40
Linear SVM,sinhala,balance_not_updated_after_cheque_or_cash_deposit,92.86,97.5,95.12,40
Linear SVM,sinhala,beneficiary_not_allowed,97.22,87.5,92.11,40
Linear SVM,sinhala,cancel_transfer,95.12,97.5,96.3,40
Linear SVM,sinhala,card_about_to_expire,100.0,92.5,96.1,40
Linear SVM,sinhala,card_acceptance,90.24,92.5,91.36,40
Linear SVM,sinhala,card_arrival,67.35,82.5,74.16,40
Linear SVM,sinhala,card_delivery_estimate,81.58,77.5,79.49,40
Linear SVM,sinhala,card_linking,97.37,92.5,94.87,40
Linear SVM,sinhala,card_not_working,87.5,87.5,87.5,40
Linear SVM,sinhala,card_payment_fee_charged,82.86,72.5,77.33,40
Linear SVM,sinhala,card_payment_not_recognised,69.39,85.0,76.4,40
Linear SVM,sinhala,card_payment_wrong_exchange_rate,88.1,92.5,90.24,40
Linear SVM,sinhala,card_swallowed,87.8,90.0,88.89,40
Linear SVM,sinhala,cash_withdrawal_charge,96.67,72.5,82.86,40
Linear SVM,sinhala,cash_withdrawal_not_recognised,85.71,90.0,87.8,40
Linear SVM,sinhala,change_pin,90.62,72.5,80.56,40
Linear SVM,sinhala,compromised_card,86.84,82.5,84.62,40
Linear SVM,sinhala,contactless_not_working,97.37,92.5,94.87,40
Linear SVM,sinhala,country_support,88.89,100.0,94.12,40
Linear SVM,sinhala,declined_card_payment,82.22,92.5,87.06,40
Linear SVM,sinhala,declined_cash_withdrawal,77.78,87.5,82.35,40
Linear SVM,sinhala,declined_transfer,93.94,77.5,84.93,40
Linear SVM,sinhala,direct_debit_payment_not_recognised,86.84,82.5,84.62,40
Linear SVM,sinhala,disposable_card_limits,45.68,92.5,61.16,40
Linear SVM,sinhala,edit_personal_details,93.02,100.0,96.39,40
Linear SVM,sinhala,exchange_charge,94.29,82.5,88.0,40
Linear SVM,sinhala,exchange_rate,65.57,100.0,79.21,40
Linear SVM,sinhala,exchange_via_app,77.78,35.0,48.28,40
Linear SVM,sinhala,extra_charge_on_statement,65.31,80.0,71.91,40
Linear SVM,sinhala,failed_transfer,76.6,90.0,82.76,40
Linear SVM,sinhala,fiat_currency_support,82.93,85.0,83.95,40
Linear SVM,sinhala,get_disposable_virtual_card,100.0,2.5,4.88,40
Linear SVM,sinhala,get_physical_card,70.37,95.0,80.85,40
Linear SVM,sinhala,getting_spare_card,88.46,57.5,69.7,40
Linear SVM,sinhala,getting_virtual_card,41.94,97.5,58.65,40
Linear SVM,sinhala,lost_or_stolen_card,75.0,82.5,78.57,40
Linear SVM,sinhala,lost_or_stolen_phone,100.0,92.5,96.1,40
Linear SVM,sinhala,order_physical_card,80.95,42.5,55.74,40
Linear SVM,sinhala,passcode_forgotten,100.0,100.0,100.0,40
Linear SVM,sinhala,pending_card_payment,87.8,90.0,88.89,40
Linear SVM,sinhala,pending_cash_withdrawal,90.7,97.5,93.98,40
Linear SVM,sinhala,pending_top_up,72.55,92.5,81.32,40
Linear SVM,sinhala,pending_transfer,78.95,75.0,76.92,40
Linear SVM,sinhala,pin_blocked,93.94,77.5,84.93,40
Linear SVM,sinhala,receiving_money,95.0,95.0,95.0,40
Linear SVM,sinhala,request_refund,97.3,90.0,93.51,40
Linear SVM,sinhala,reverted_card_payment?,94.59,87.5,90.91,40
Linear SVM,sinhala,supported_cards_and_currencies,73.08,95.0,82.61,40
Linear SVM,sinhala,terminate_account,95.24,100.0,97.56,40
Linear SVM,sinhala,top_up_by_bank_transfer_charge,73.91,85.0,79.07,40
Linear SVM,sinhala,top_up_by_card_charge,87.1,67.5,76.06,40
Linear SVM,sinhala,top_up_by_cash_or_cheque,94.74,90.0,92.31,40
Linear SVM,sinhala,top_up_failed,73.53,62.5,67.57,40
Linear SVM,sinhala,top_up_limits,92.68,95.0,93.83,40
Linear SVM,sinhala,top_up_reverted,77.5,77.5,77.5,40
Linear SVM,sinhala,topping_up_by_card,73.81,77.5,75.61,40
Linear SVM,sinhala,transaction_charged_twice,88.89,100.0,94.12,40
Linear SVM,sinhala,transfer_fee_charged,86.67,65.0,74.29,40
Linear SVM,sinhala,transfer_into_account,91.67,82.5,86.84,40
Linear SVM,sinhala,transfer_not_received_by_recipient,67.44,72.5,69.88,40
Linear SVM,sinhala,transfer_timing,82.86,72.5,77.33,40
Linear SVM,sinhala,unable_to_verify_identity,93.94,77.5,84.93,40
Linear SVM,sinhala,verify_my_identity,64.71,82.5,72.53,40
Linear SVM,sinhala,verify_source_of_funds,93.02,100.0,96.39,40
Linear SVM,sinhala,verify_top_up,100.0,100.0,100.0,40
Linear SVM,sinhala,virtual_card_not_working,100.0,2.5,4.88,40
Linear SVM,sinhala,visa_or_mastercard,88.1,92.5,90.24,40
Linear SVM,sinhala,why_verify_identity,82.5,82.5,82.5,40
Linear SVM,sinhala,wrong_amount_of_cash_received,96.67,72.5,82.86,40
Linear SVM,sinhala,wrong_exchange_rate_for_cash_withdrawal,86.05,92.5,89.16,40
Linear SVM,singlish,Refund_not_showing_up,93.02,100.0,96.39,40
Linear SVM,singlish,activate_my_card,100.0,92.5,96.1,40
Linear SVM,singlish,age_limit,100.0,100.0,100.0,40
Linear SVM,singlish,apple_pay_or_google_pay,100.0,97.5,98.73,40
Linear SVM,singlish,atm_support,94.59,89.74,92.11,39
Linear SVM,singlish,automatic_top_up,97.5,97.5,97.5,40
Linear SVM,singlish,balance_not_updated_after_bank_transfer,81.08,75.0,77.92,40
Linear SVM,singlish,balance_not_updated_after_cheque_or_cash_deposit,92.68,95.0,93.83,40
Linear SVM,singlish,beneficiary_not_allowed,97.22,87.5,92.11,40
Linear SVM,singlish,cancel_transfer,90.48,95.0,92.68,40
Linear SVM,singlish,card_about_to_expire,100.0,97.5,98.73,40
Linear SVM,singlish,card_acceptance,88.1,92.5,90.24,40
Linear SVM,singlish,card_arrival,82.5,82.5,82.5,40
Linear SVM,singlish,card_delivery_estimate,76.74,82.5,79.52,40
Linear SVM,singlish,card_linking,97.37,92.5,94.87,40
Linear SVM,singlish,card_not_working,80.0,90.0,84.71,40
Linear SVM,singlish,card_payment_fee_charged,75.0,90.0,81.82,40
Linear SVM,singlish,card_payment_not_recognised,77.27,85.0,80.95,40
Linear SVM,singlish,card_payment_wrong_exchange_rate,65.52,95.0,77.55,40
Linear SVM,singlish,card_swallowed,97.44,95.0,96.2,40
Linear SVM,singlish,cash_withdrawal_charge,100.0,90.0,94.74,40
Linear SVM,singlish,cash_withdrawal_not_recognised,94.44,85.0,89.47,40
Linear SVM,singlish,change_pin,86.67,65.0,74.29,40
Linear SVM,singlish,compromised_card,91.67,82.5,86.84,40
Linear SVM,singlish,contactless_not_working,97.44,95.0,96.2,40
Linear SVM,singlish,country_support,93.02,100.0,96.39,40
Linear SVM,singlish,declined_card_payment,84.09,92.5,88.1,40
Linear SVM,singlish,declined_cash_withdrawal,80.0,90.0,84.71,40
Linear SVM,singlish,declined_transfer,91.43,80.0,85.33,40
Linear SVM,singlish,direct_debit_payment_not_recognised,91.89,85.0,88.31,40
Linear SVM,singlish,disposable_card_limits,72.0,90.0,80.0,40
Linear SVM,singlish,edit_personal_details,95.24,100.0,97.56,40
Linear SVM,singlish,exchange_charge,94.44,85.0,89.47,40
Linear SVM,singlish,exchange_rate,70.18,100.0,82.47,40
Linear SVM,singlish,exchange_via_app,84.0,52.5,64.62,40
Linear SVM,singlish,extra_charge_on_statement,91.18,77.5,83.78,40
Linear SVM,singlish,failed_transfer,72.0,90.0,80.0,40
Linear SVM,singlish,fiat_currency_support,87.18,85.0,86.08,40
Linear SVM,singlish,get_disposable_virtual_card,92.86,65.0,76.47,40
Linear SVM,singlish,get_physical_card,69.09,95.0,80.0,40
Linear SVM,singlish,getting_spare_card,80.65,62.5,70.42,40
Linear SVM,singlish,getting_virtual_card,79.17,95.0,86.36,40
Linear SVM,singlish,lost_or_stolen_card,73.33,82.5,77.65,40
Linear SVM,singlish,lost_or_stolen_phone,97.3,90.0,93.51,40
Linear SVM,singlish,order_physical_card,80.49,82.5,81.48,40
Linear SVM,singlish,passcode_forgotten,97.56,100.0,98.77,40
Linear SVM,singlish,pending_card_payment,87.8,90.0,88.89,40
Linear SVM,singlish,pending_cash_withdrawal,95.0,95.0,95.0,40
Linear SVM,singlish,pending_top_up,72.34,85.0,78.16,40
Linear SVM,singlish,pending_transfer,80.0,80.0,80.0,40
Linear SVM,singlish,pin_blocked,91.89,85.0,88.31,40
Linear SVM,singlish,receiving_money,94.74,90.0,92.31,40
Linear SVM,singlish,request_refund,94.74,90.0,92.31,40
Linear SVM,singlish,reverted_card_payment?,92.11,87.5,89.74,40
Linear SVM,singlish,supported_cards_and_currencies,76.6,90.0,82.76,40
Linear SVM,singlish,terminate_account,90.7,97.5,93.98,40
Linear SVM,singlish,top_up_by_bank_transfer_charge,73.91,85.0,79.07,40
Linear SVM,singlish,top_up_by_card_charge,88.24,75.0,81.08,40
Linear SVM,singlish,top_up_by_cash_or_cheque,94.74,90.0,92.31,40
Linear SVM,singlish,top_up_failed,75.68,70.0,72.73,40
Linear SVM,singlish,top_up_limits,95.0,95.0,95.0,40
Linear SVM,singlish,top_up_reverted,85.0,85.0,85.0,40
Linear SVM,singlish,topping_up_by_card,82.05,80.0,81.01,40
Linear SVM,singlish,transaction_charged_twice,86.96,100.0,93.02,40
Linear SVM,singlish,transfer_fee_charged,82.86,72.5,77.33,40
Linear SVM,singlish,transfer_into_account,88.89,80.0,84.21,40
Linear SVM,singlish,transfer_not_received_by_recipient,78.79,65.0,71.23,40
Linear SVM,singlish,transfer_timing,87.88,72.5,79.45,40
Linear SVM,singlish,unable_to_verify_identity,88.57,77.5,82.67,40
Linear SVM,singlish,verify_my_identity,66.04,87.5,75.27,40
Linear SVM,singlish,verify_source_of_funds,97.56,100.0,98.77,40
Linear SVM,singlish,verify_top_up,97.56,100.0,98.77,40
Linear SVM,singlish,virtual_card_not_working,100.0,90.0,94.74,40
Linear SVM,singlish,visa_or_mastercard,92.5,92.5,92.5,40
Linear SVM,singlish,why_verify_identity,88.57,77.5,82.67,40
Linear SVM,singlish,wrong_amount_of_cash_received,83.33,75.0,78.95,40
Linear SVM,singlish,wrong_exchange_rate_for_cash_withdrawal,78.57,55.0,64.71,40
Linear SVM,tamil,Refund_not_showing_up,91.67,27.5,42.31,40
Linear SVM,tamil,activate_my_card,95.0,95.0,95.0,40
Linear SVM,tamil,age_limit,95.24,100.0,97.56,40
Linear SVM,tamil,apple_pay_or_google_pay,100.0,100.0,100.0,40
Linear SVM,tamil,atm_support,97.37,94.87,96.1,39
Linear SVM,tamil,automatic_top_up,97.56,100.0,98.77,40
Linear SVM,tamil,balance_not_updated_after_bank_transfer,65.12,70.0,67.47,40
Linear SVM,tamil,balance_not_updated_after_cheque_or_cash_deposit,89.47,85.0,87.18,40
Linear SVM,tamil,beneficiary_not_allowed,97.3,90.0,93.51,40
Linear SVM,tamil,cancel_transfer,88.37,95.0,91.57,40
Linear SVM,tamil,card_about_to_expire,100.0,97.5,98.73,40
Linear SVM,tamil,card_acceptance,91.89,85.0,88.31,40
Linear SVM,tamil,card_arrival,85.71,90.0,87.8,40
Linear SVM,tamil,card_delivery_estimate,84.09,92.5,88.1,40
Linear SVM,tamil,card_linking,92.68,95.0,93.83,40
Linear SVM,tamil,card_not_working,74.47,87.5,80.46,40
Linear SVM,tamil,card_payment_fee_charged,78.72,92.5,85.06,40
Linear SVM,tamil,card_payment_not_recognised,67.35,82.5,74.16,40
Linear SVM,tamil,card_payment_wrong_exchange_rate,80.43,92.5,86.05,40
Linear SVM,tamil,card_swallowed,100.0,90.0,94.74,40
Linear SVM,tamil,cash_withdrawal_charge,92.31,90.0,91.14,40
Linear SVM,tamil,cash_withdrawal_not_recognised,68.29,70.0,69.14,40
Linear SVM,tamil,change_pin,94.74,90.0,92.31,40
Linear SVM,tamil,compromised_card,86.84,82.5,84.62,40
Linear SVM,tamil,contactless_not_working,100.0,92.5,96.1,40
Linear SVM,tamil,country_support,90.48,95.0,92.68,40
Linear SVM,tamil,declined_card_payment,80.43,92.5,86.05,40
Linear SVM,tamil,declined_cash_withdrawal,90.7,97.5,93.98,40
Linear SVM,tamil,declined_transfer,78.57,82.5,80.49,40
Linear SVM,tamil,direct_debit_payment_not_recognised,91.43,80.0,85.33,40
Linear SVM,tamil,disposable_card_limits,92.86,97.5,95.12,40
Linear SVM,tamil,edit_personal_details,90.91,100.0,95.24,40
Linear SVM,tamil,exchange_charge,90.24,92.5,91.36,40
Linear SVM,tamil,exchange_rate,95.0,95.0,95.0,40
Linear SVM,tamil,exchange_via_app,85.71,75.0,80.0,40
Linear SVM,tamil,extra_charge_on_statement,92.11,87.5,89.74,40
Linear SVM,tamil,failed_transfer,70.27,65.0,67.53,40
Linear SVM,tamil,fiat_currency_support,87.88,72.5,79.45,40
Linear SVM,tamil,get_disposable_virtual_card,52.86,92.5,67.27,40
Linear SVM,tamil,get_physical_card,84.78,97.5,90.7,40
Linear SVM,tamil,getting_spare_card,90.0,90.0,90.0,40
Linear SVM,tamil,getting_virtual_card,93.94,77.5,84.93,40
Linear SVM,tamil,lost_or_stolen_card,81.82,90.0,85.71,40
Linear SVM,tamil,lost_or_stolen_phone,100.0,95.0,97.44,40
Linear SVM,tamil,order_physical_card,92.11,87.5,89.74,40
Linear SVM,tamil,passcode_forgotten,97.56,100.0,98.77,40
Linear SVM,tamil,pending_card_payment,91.67,82.5,86.84,40
Linear SVM,tamil,pending_cash_withdrawal,94.74,90.0,92.31,40
Linear SVM,tamil,pending_top_up,88.89,80.0,84.21,40
Linear SVM,tamil,pending_transfer,69.05,72.5,70.73,40
Linear SVM,tamil,pin_blocked,94.44,85.0,89.47,40
Linear SVM,tamil,receiving_money,97.5,97.5,97.5,40
Linear SVM,tamil,request_refund,66.67,95.0,78.35,40
Linear SVM,tamil,reverted_card_payment?,78.05,80.0,79.01,40
Linear SVM,tamil,supported_cards_and_currencies,86.36,95.0,90.48,40
Linear SVM,tamil,terminate_account,97.5,97.5,97.5,40
Linear SVM,tamil,top_up_by_bank_transfer_charge,94.87,92.5,93.67,40
Linear SVM,tamil,top_up_by_card_charge,92.68,95.0,93.83,40
Linear SVM,tamil,top_up_by_cash_or_cheque,83.33,75.0,78.95,40
Linear SVM,tamil,top_up_failed,71.43,75.0,73.17,40
Linear SVM,tamil,top_up_limits,95.24,100.0,97.56,40
Linear SVM,tamil,top_up_reverted,69.39,85.0,76.4,40
Linear SVM,tamil,topping_up_by_card,93.75,75.0,83.33,40
Linear SVM,tamil,transaction_charged_twice,93.02,100.0,96.39,40
Linear SVM,tamil,transfer_fee_charged,87.8,90.0,88.89,40
Linear SVM,tamil,transfer_into_account,79.07,85.0,81.93,40
Linear SVM,tamil,transfer_not_received_by_recipient,80.43,92.5,86.05,40
Linear SVM,tamil,transfer_timing,93.33,70.0,80.0,40
Linear SVM,tamil,unable_to_verify_identity,82.61,95.0,88.37,40
Linear SVM,tamil,verify_my_identity,91.43,80.0,85.33,40
Linear SVM,tamil,verify_source_of_funds,92.86,97.5,95.12,40
Linear SVM,tamil,verify_top_up,100.0,82.5,90.41,40
Linear SVM,tamil,virtual_card_not_working,100.0,7.5,13.95,40
Linear SVM,tamil,visa_or_mastercard,97.3,90.0,93.51,40
Linear SVM,tamil,why_verify_identity,79.59,97.5,87.64,40
Linear SVM,tamil,wrong_amount_of_cash_received,100.0,90.0,94.74,40
Linear SVM,tamil,wrong_exchange_rate_for_cash_withdrawal,85.37,87.5,86.42,40
Linear SVM,tamilish,Refund_not_showing_up,69.7,57.5,63.01,40
Linear SVM,tamilish,activate_my_card,89.74,87.5,88.61,40
Linear SVM,tamilish,age_limit,69.64,97.5,81.25,40
Linear SVM,tamilish,apple_pay_or_google_pay,92.86,97.5,95.12,40
Linear SVM,tamilish,atm_support,53.62,94.87,68.52,39
Linear SVM,tamilish,automatic_top_up,100.0,80.0,88.89,40
Linear SVM,tamilish,balance_not_updated_after_bank_transfer,75.68,70.0,72.73,40
Linear SVM,tamilish,balance_not_updated_after_cheque_or_cash_deposit,78.95,37.5,50.85,40
Linear SVM,tamilish,beneficiary_not_allowed,96.0,60.0,73.85,40
Linear SVM,tamilish,cancel_transfer,35.58,92.5,51.39,40
Linear SVM,tamilish,card_about_to_expire,81.82,45.0,58.06,40
Linear SVM,tamilish,card_acceptance,46.67,87.5,60.87,40
Linear SVM,tamilish,card_arrival,63.83,75.0,68.97,40
Linear SVM,tamilish,card_delivery_estimate,63.89,57.5,60.53,40
Linear SVM,tamilish,card_linking,88.57,77.5,82.67,40
Linear SVM,tamilish,card_not_working,86.96,50.0,63.49,40
Linear SVM,tamilish,card_payment_fee_charged,65.91,72.5,69.05,40
Linear SVM,tamilish,card_payment_not_recognised,40.85,72.5,52.25,40
Linear SVM,tamilish,card_payment_wrong_exchange_rate,34.02,82.5,48.18,40
Linear SVM,tamilish,card_swallowed,97.14,85.0,90.67,40
Linear SVM,tamilish,cash_withdrawal_charge,58.62,85.0,69.39,40
Linear SVM,tamilish,cash_withdrawal_not_recognised,76.19,80.0,78.05,40
Linear SVM,tamilish,change_pin,77.42,60.0,67.61,40
Linear SVM,tamilish,compromised_card,22.22,5.0,8.16,40
Linear SVM,tamilish,contactless_not_working,100.0,95.0,97.44,40
Linear SVM,tamilish,country_support,66.67,60.0,63.16,40
Linear SVM,tamilish,declined_card_payment,83.33,25.0,38.46,40
Linear SVM,tamilish,declined_cash_withdrawal,66.67,15.0,24.49,40
