id,language,tokenizer,model_id,word_count,subword_count,seq_length,fragmentation_ratio,unk_rate,trunc_64,trunc_128,trunc_256,trunc_512
3781,tamilish,xlm_roberta,xlm-roberta-base,6,11,13,1.8333,0.0,0,0,0,0
1173,tamilish,xlm_roberta,xlm-roberta-base,8,19,21,2.375,0.0,0,0,0,0
815,tamilish,xlm_roberta,xlm-roberta-base,19,33,35,1.7368,0.0,0,0,0,0
9362,tamilish,xlm_roberta,xlm-roberta-base,9,13,15,1.4444,0.0,0,0,0,0
3233,tamilish,xlm_roberta,xlm-roberta-base,4,7,9,1.75,0.0,0,0,0,0
8991,tamilish,xlm_roberta,xlm-roberta-base,6,13,15,2.1667,0.0,0,0,0,0
9596,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
1163,tamilish,xlm_roberta,xlm-roberta-base,5,7,9,1.4,0.0,0,0,0,0
6232,tamilish,xlm_roberta,xlm-roberta-base,6,16,18,2.6667,0.0,0,0,0,0
357,tamilish,xlm_roberta,xlm-roberta-base,5,12,14,2.4,0.0,0,0,0,0
1050,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
6276,tamilish,xlm_roberta,xlm-roberta-base,12,26,28,2.1667,0.0,0,0,0,0
3601,tamilish,xlm_roberta,xlm-roberta-base,9,22,24,2.4444,0.0,0,0,0,0
7440,tamilish,xlm_roberta,xlm-roberta-base,7,15,17,2.1429,0.0,0,0,0,0
7119,tamilish,xlm_roberta,xlm-roberta-base,19,39,41,2.0526,0.0,0,0,0,0
6407,tamilish,xlm_roberta,xlm-roberta-base,10,19,21,1.9,0.0,0,0,0,0
8433,tamilish,xlm_roberta,xlm-roberta-base,4,7,9,1.75,0.0,0,0,0,0
3174,tamilish,xlm_roberta,xlm-roberta-base,13,38,40,2.9231,0.0,0,0,0,0
4861,tamilish,xlm_roberta,xlm-roberta-base,6,14,16,2.3333,0.0,0,0,0,0
7130,tamilish,xlm_roberta,xlm-roberta-base,8,14,16,1.75,0.0,0,0,0,0
7081,tamilish,xlm_roberta,xlm-roberta-base,11,22,24,2.0,0.0,0,0,0,0
600,tamilish,xlm_roberta,xlm-roberta-base,12,21,23,1.75,0.0,0,0,0,0
6827,tamilish,xlm_roberta,xlm-roberta-base,7,14,16,2.0,0.0,0,0,0,0
4545,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
7343,tamilish,xlm_roberta,xlm-roberta-base,9,19,21,2.1111,0.0,0,0,0,0
6561,tamilish,xlm_roberta,xlm-roberta-base,7,19,21,2.7143,0.0,0,0,0,0
5032,tamilish,xlm_roberta,xlm-roberta-base,3,6,8,2.0,0.0,0,0,0,0
6245,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
9711,tamilish,xlm_roberta,xlm-roberta-base,8,15,17,1.875,0.0,0,0,0,0
5951,tamilish,xlm_roberta,xlm-roberta-base,4,8,10,2.0,0.0,0,0,0,0
165,tamilish,xlm_roberta,xlm-roberta-base,7,18,20,2.5714,0.0,0,0,0,0
8238,tamilish,xlm_roberta,xlm-roberta-base,11,24,26,2.1818,0.0,0,0,0,0
6620,tamilish,xlm_roberta,xlm-roberta-base,19,37,39,1.9474,0.0,0,0,0,0
1901,tamilish,xlm_roberta,xlm-roberta-base,10,17,19,1.7,0.0,0,0,0,0
419,tamilish,xlm_roberta,xlm-roberta-base,28,58,60,2.0714,0.0,0,0,0,0
8962,tamilish,xlm_roberta,xlm-roberta-base,5,12,14,2.4,0.0,0,0,0,0
7378,tamilish,xlm_roberta,xlm-roberta-base,5,13,15,2.6,0.0,0,0,0,0
8799,tamilish,xlm_roberta,xlm-roberta-base,27,52,54,1.9259,0.0,0,0,0,0
9955,tamilish,xlm_roberta,xlm-roberta-base,10,20,22,2.0,0.0,0,0,0,0
5147,tamilish,xlm_roberta,xlm-roberta-base,7,11,13,1.5714,0.0,0,0,0,0
2350,tamilish,xlm_roberta,xlm-roberta-base,22,57,59,2.5909,0.0,0,0,0,0
9629,tamilish,xlm_roberta,xlm-roberta-base,7,15,17,2.1429,0.0,0,0,0,0
7095,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
2317,tamilish,xlm_roberta,xlm-roberta-base,7,15,17,2.1429,0.0,0,0,0,0
6348,tamilish,xlm_roberta,xlm-roberta-base,13,24,26,1.8462,0.0,0,0,0,0
9697,tamilish,xlm_roberta,xlm-roberta-base,7,11,13,1.5714,0.0,0,0,0,0
5917,tamilish,xlm_roberta,xlm-roberta-base,8,16,18,2.0,0.0,0,0,0,0
7772,tamilish,xlm_roberta,xlm-roberta-base,4,10,12,2.5,0.0,0,0,0,0
2146,tamilish,xlm_roberta,xlm-roberta-base,13,30,32,2.3077,0.0,0,0,0,0
703,tamilish,xlm_roberta,xlm-roberta-base,13,19,21,1.4615,0.0,0,0,0,0
4747,tamilish,xlm_roberta,xlm-roberta-base,21,47,49,2.2381,0.0,0,0,0,0
2001,tamilish,xlm_roberta,xlm-roberta-base,5,10,12,2.0,0.0,0,0,0,0
4534,tamilish,xlm_roberta,xlm-roberta-base,7,17,19,2.4286,0.0,0,0,0,0
9234,tamilish,xlm_roberta,xlm-roberta-base,10,22,24,2.2,0.0,0,0,0,0
4282,tamilish,xlm_roberta,xlm-roberta-base,8,13,15,1.625,0.0,0,0,0,0
6357,tamilish,xlm_roberta,xlm-roberta-base,35,77,79,2.2,0.0,1,0,0,0
2727,tamilish,xlm_roberta,xlm-roberta-base,10,20,22,2.0,0.0,0,0,0,0
4683,tamilish,xlm_roberta,xlm-roberta-base,6,16,18,2.6667,0.0,0,0,0,0
7918,tamilish,xlm_roberta,xlm-roberta-base,5,9,11,1.8,0.0,0,0,0,0
2753,tamilish,xlm_roberta,xlm-roberta-base,7,14,16,2.0,0.0,0,0,0,0
1587,tamilish,xlm_roberta,xlm-roberta-base,4,9,11,2.25,0.0,0,0,0,0
12,tamilish,xlm_roberta,xlm-roberta-base,7,17,19,2.4286,0.0,0,0,0,0
3638,tamilish,xlm_roberta,xlm-roberta-base,9,20,22,2.2222,0.0,0,0,0,0
6351,tamilish,xlm_roberta,xlm-roberta-base,44,93,95,2.1136,0.0,1,0,0,0
1895,tamilish,xlm_roberta,xlm-roberta-base,4,9,11,2.25,0.0,0,0,0,0
9163,tamilish,xlm_roberta,xlm-roberta-base,10,13,15,1.3,0.0,0,0,0,0
3892,tamilish,xlm_roberta,xlm-roberta-base,8,16,18,2.0,0.0,0,0,0,0
9541,tamilish,xlm_roberta,xlm-roberta-base,11,24,26,2.1818,0.0,0,0,0,0
9456,tamilish,xlm_roberta,xlm-roberta-base,23,44,46,1.913,0.0,0,0,0,0
5116,tamilish,xlm_roberta,xlm-roberta-base,8,18,20,2.25,0.0,0,0,0,0
5315,tamilish,xlm_roberta,xlm-roberta-base,15,30,32,2.0,0.0,0,0,0,0
3879,tamilish,xlm_roberta,xlm-roberta-base,8,16,18,2.0,0.0,0,0,0,0
9334,tamilish,xlm_roberta,xlm-roberta-base,8,17,19,2.125,0.0,0,0,0,0
7029,tamilish,xlm_roberta,xlm-roberta-base,5,9,11,1.8,0.0,0,0,0,0
4529,tamilish,xlm_roberta,xlm-roberta-base,9,16,18,1.7778,0.0,0,0,0,0
502,tamilish,xlm_roberta,xlm-roberta-base,15,47,49,3.1333,0.0,0,0,0,0
2473,tamilish,xlm_roberta,xlm-roberta-base,9,16,18,1.7778,0.0,0,0,0,0
3789,tamilish,xlm_roberta,xlm-roberta-base,15,27,29,1.8,0.0,0,0,0,0
288,tamilish,xlm_roberta,xlm-roberta-base,9,18,20,2.0,0.0,0,0,0,0
7087,tamilish,xlm_roberta,xlm-roberta-base,5,10,12,2.0,0.0,0,0,0,0
749,tamilish,xlm_roberta,xlm-roberta-base,22,42,44,1.9091,0.0,0,0,0,0
5143,tamilish,xlm_roberta,xlm-roberta-base,8,15,17,1.875,0.0,0,0,0,0
1071,tamilish,xlm_roberta,xlm-roberta-base,7,14,16,2.0,0.0,0,0,0,0
8926,tamilish,xlm_roberta,xlm-roberta-base,8,17,19,2.125,0.0,0,0,0,0
6650,tamilish,xlm_roberta,xlm-roberta-base,12,31,33,2.5833,0.0,0,0,0,0
2900,tamilish,xlm_roberta,xlm-roberta-base,6,16,18,2.6667,0.0,0,0,0,0
7270,tamilish,xlm_roberta,xlm-roberta-base,19,43,45,2.2632,0.0,0,0,0,0
5432,tamilish,xlm_roberta,xlm-roberta-base,7,13,15,1.8571,0.0,0,0,0,0
1738,tamilish,xlm_roberta,xlm-roberta-base,4,9,11,2.25,0.0,0,0,0,0
8454,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
8343,tamilish,xlm_roberta,xlm-roberta-base,9,19,21,2.1111,0.0,0,0,0,0
9760,tamilish,xlm_roberta,xlm-roberta-base,14,29,31,2.0714,0.0,0,0,0,0
9817,tamilish,xlm_roberta,xlm-roberta-base,7,19,21,2.7143,0.0,0,0,0,0
9579,tamilish,xlm_roberta,xlm-roberta-base,7,15,17,2.1429,0.0,0,0,0,0
4280,tamilish,xlm_roberta,xlm-roberta-base,10,16,18,1.6,0.0,0,0,0,0
81,tamilish,xlm_roberta,xlm-roberta-base,16,39,41,2.4375,0.0,0,0,0,0
9257,tamilish,xlm_roberta,xlm-roberta-base,7,17,19,2.4286,0.0,0,0,0,0
916,tamilish,xlm_roberta,xlm-roberta-base,5,9,11,1.8,0.0,0,0,0,0
9721,tamilish,xlm_roberta,xlm-roberta-base,9,18,20,2.0,0.0,0,0,0,0
2346,tamilish,xlm_roberta,xlm-roberta-base,12,26,28,2.1667,0.0,0,0,0,0
7246,tamilish,xlm_roberta,xlm-roberta-base,9,19,21,2.1111,0.0,0,0,0,0
8389,tamilish,xlm_roberta,xlm-roberta-base,7,17,19,2.4286,0.0,0,0,0,0
6321,tamilish,xlm_roberta,xlm-roberta-base,15,25,27,1.6667,0.0,0,0,0,0
586,tamilish,xlm_roberta,xlm-roberta-base,11,20,22,1.8182,0.0,0,0,0,0
9478,tamilish,xlm_roberta,xlm-roberta-base,6,11,13,1.8333,0.0,0,0,0,0
2895,tamilish,xlm_roberta,xlm-roberta-base,10,23,25,2.3,0.0,0,0,0,0
5515,tamilish,xlm_roberta,xlm-roberta-base,50,121,123,2.42,0.0,1,0,0,0
2669,tamilish,xlm_roberta,xlm-roberta-base,9,16,18,1.7778,0.0,0,0,0,0
9198,tamilish,xlm_roberta,xlm-roberta-base,8,16,18,2.0,0.0,0,0,0,0
2274,tamilish,xlm_roberta,xlm-roberta-base,6,15,17,2.5,0.0,0,0,0,0
8970,tamilish,xlm_roberta,xlm-roberta-base,8,22,24,2.75,0.0,0,0,0,0
2476,tamilish,xlm_roberta,xlm-roberta-base,5,12,14,2.4,0.0,0,0,0,0
4979,tamilish,xlm_roberta,xlm-roberta-base,9,17,19,1.8889,0.0,0,0,0,0
2562,tamilish,xlm_roberta,xlm-roberta-base,6,12,14,2.0,0.0,0,0,0,0
1625,tamilish,xlm_roberta,xlm-roberta-base,6,15,17,2.5,0.0,0,0,0,0
3833,tamilish,xlm_roberta,xlm-roberta-base,11,23,25,2.0909,0.0,0,0,0,0
4957,tamilish,xlm_roberta,xlm-roberta-base,27,41,43,1.5185,0.0,0,0,0,0
687,tamilish,xlm_roberta,xlm-roberta-base,8,14,16,1.75,0.0,0,0,0,0
2373,tamilish,xlm_roberta,xlm-roberta-base,27,56,58,2.0741,0.0,0,0,0,0
7297,tamilish,xlm_roberta,xlm-roberta-base,13,26,28,2.0,0.0,0,0,0,0
6806,tamilish,xlm_roberta,xlm-roberta-base,28,63,65,2.25,0.0,1,0,0,0
7326,tamilish,xlm_roberta,xlm-roberta-base,11,23,25,2.0909,0.0,0,0,0,0
195,tamilish,xlm_roberta,xlm-roberta-base,10,22,24,2.2,0.0,0,0,0,0
7634,tamilish,xlm_roberta,xlm-roberta-base,6,13,15,2.1667,0.0,0,0,0,0
2754,tamilish,xlm_roberta,xlm-roberta-base,8,16,18,2.0,0.0,0,0,0,0
974,tamilish,xlm_roberta,xlm-roberta-base,6,22,24,3.6667,0.0,0,0,0,0
2409,tamilish,xlm_roberta,xlm-roberta-base,4,12,14,3.0,0.0,0,0,0,0
6337,tamilish,xlm_roberta,xlm-roberta-base,8,17,19,2.125,0.0,0,0,0,0
8102,tamilish,xlm_roberta,xlm-roberta-base,6,11,13,1.8333,0.0,0,0,0,0
2484,tamilish,xlm_roberta,xlm-roberta-base,11,22,24,2.0,0.0,0,0,0,0
3141,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
6865,tamilish,xlm_roberta,xlm-roberta-base,7,14,16,2.0,0.0,0,0,0,0
9620,tamilish,xlm_roberta,xlm-roberta-base,12,24,26,2.0,0.0,0,0,0,0
5534,tamilish,xlm_roberta,xlm-roberta-base,3,7,9,2.3333,0.0,0,0,0,0
6773,tamilish,xlm_roberta,xlm-roberta-base,25,50,52,2.0,0.0,0,0,0,0
8013,tamilish,xlm_roberta,xlm-roberta-base,9,20,22,2.2222,0.0,0,0,0,0
3352,tamilish,xlm_roberta,xlm-roberta-base,8,16,18,2.0,0.0,0,0,0,0
2553,tamilish,xlm_roberta,xlm-roberta-base,9,20,22,2.2222,0.0,0,0,0,0
5505,tamilish,xlm_roberta,xlm-roberta-base,5,14,16,2.8,0.0,0,0,0,0
3414,tamilish,xlm_roberta,xlm-roberta-base,14,34,36,2.4286,0.0,0,0,0,0
3694,tamilish,xlm_roberta,xlm-roberta-base,7,17,19,2.4286,0.0,0,0,0,0
4356,tamilish,xlm_roberta,xlm-roberta-base,8,21,23,2.625,0.0,0,0,0,0
9135,tamilish,xlm_roberta,xlm-roberta-base,7,13,15,1.8571,0.0,0,0,0,0
8065,tamilish,xlm_roberta,xlm-roberta-base,7,17,19,2.4286,0.0,0,0,0,0
8541,tamilish,xlm_roberta,xlm-roberta-base,10,24,26,2.4,0.0,0,0,0,0
7405,tamilish,xlm_roberta,xlm-roberta-base,9,17,19,1.8889,0.0,0,0,0,0
7099,tamilish,xlm_roberta,xlm-roberta-base,7,15,17,2.1429,0.0,0,0,0,0
9648,tamilish,xlm_roberta,xlm-roberta-base,7,12,14,1.7143,0.0,0,0,0,0
9584,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
4701,tamilish,xlm_roberta,xlm-roberta-base,16,35,37,2.1875,0.0,0,0,0,0
4162,tamilish,xlm_roberta,xlm-roberta-base,6,12,14,2.0,0.0,0,0,0,0
1330,tamilish,xlm_roberta,xlm-roberta-base,9,18,20,2.0,0.0,0,0,0,0
6124,tamilish,xlm_roberta,xlm-roberta-base,8,18,20,2.25,0.0,0,0,0,0
7192,tamilish,xlm_roberta,xlm-roberta-base,11,23,25,2.0909,0.0,0,0,0,0
6315,tamilish,xlm_roberta,xlm-roberta-base,10,17,19,1.7,0.0,0,0,0,0
5774,tamilish,xlm_roberta,xlm-roberta-base,6,14,16,2.3333,0.0,0,0,0,0
4302,tamilish,xlm_roberta,xlm-roberta-base,11,20,22,1.8182,0.0,0,0,0,0
1621,tamilish,xlm_roberta,xlm-roberta-base,4,10,12,2.5,0.0,0,0,0,0
303,tamilish,xlm_roberta,xlm-roberta-base,4,8,10,2.0,0.0,0,0,0,0
6020,tamilish,xlm_roberta,xlm-roberta-base,20,52,54,2.6,0.0,0,0,0,0
482,tamilish,xlm_roberta,xlm-roberta-base,11,26,28,2.3636,0.0,0,0,0,0
8868,tamilish,xlm_roberta,xlm-roberta-base,14,23,25,1.6429,0.0,0,0,0,0
9105,tamilish,xlm_roberta,xlm-roberta-base,6,11,13,1.8333,0.0,0,0,0,0
5261,tamilish,xlm_roberta,xlm-roberta-base,12,27,29,2.25,0.0,0,0,0,0
803,tamilish,xlm_roberta,xlm-roberta-base,8,16,18,2.0,0.0,0,0,0,0
2924,tamilish,xlm_roberta,xlm-roberta-base,7,17,19,2.4286,0.0,0,0,0,0
2964,tamilish,xlm_roberta,xlm-roberta-base,8,12,14,1.5,0.0,0,0,0,0
446,tamilish,xlm_roberta,xlm-roberta-base,11,22,24,2.0,0.0,0,0,0,0
5152,tamilish,xlm_roberta,xlm-roberta-base,15,31,33,2.0667,0.0,0,0,0,0
8813,tamilish,xlm_roberta,xlm-roberta-base,29,58,60,2.0,0.0,0,0,0,0
4402,tamilish,xlm_roberta,xlm-roberta-base,5,10,12,2.0,0.0,0,0,0,0
9571,tamilish,xlm_roberta,xlm-roberta-base,10,20,22,2.0,0.0,0,0,0,0
2276,tamilish,xlm_roberta,xlm-roberta-base,5,11,13,2.2,0.0,0,0,0,0
1940,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
6688,tamilish,xlm_roberta,xlm-roberta-base,9,18,20,2.0,0.0,0,0,0,0
3079,tamilish,xlm_roberta,xlm-roberta-base,7,14,16,2.0,0.0,0,0,0,0
3184,tamilish,xlm_roberta,xlm-roberta-base,10,21,23,2.1,0.0,0,0,0,0
7454,tamilish,xlm_roberta,xlm-roberta-base,13,21,23,1.6154,0.0,0,0,0,0
9534,tamilish,xlm_roberta,xlm-roberta-base,13,27,29,2.0769,0.0,0,0,0,0
9555,tamilish,xlm_roberta,xlm-roberta-base,11,24,26,2.1818,0.0,0,0,0,0
3922,tamilish,xlm_roberta,xlm-roberta-base,7,13,15,1.8571,0.0,0,0,0,0
7795,tamilish,xlm_roberta,xlm-roberta-base,8,20,22,2.5,0.0,0,0,0,0
1847,tamilish,xlm_roberta,xlm-roberta-base,6,10,12,1.6667,0.0,0,0,0,0
1748,tamilish,xlm_roberta,xlm-roberta-base,9,18,20,2.0,0.0,0,0,0,0
5933,tamilish,xlm_roberta,xlm-roberta-base,5,10,12,2.0,0.0,0,0,0,0
1367,tamilish,xlm_roberta,xlm-roberta-base,8,13,15,1.625,0.0,0,0,0,0
4515,tamilish,xlm_roberta,xlm-roberta-base,17,36,38,2.1176,0.0,0,0,0,0
1017,tamilish,xlm_roberta,xlm-roberta-base,13,24,26,1.8462,0.0,0,0,0,0
7024,tamilish,xlm_roberta,xlm-roberta-base,8,17,19,2.125,0.0,0,0,0,0
7605,tamilish,xlm_roberta,xlm-roberta-base,9,22,24,2.4444,0.0,0,0,0,0
5233,tamilish,xlm_roberta,xlm-roberta-base,9,16,18,1.7778,0.0,0,0,0,0
2101,tamilish,xlm_roberta,xlm-roberta-base,5,9,11,1.8,0.0,0,0,0,0
3797,tamilish,xlm_roberta,xlm-roberta-base,8,22,24,2.75,0.0,0,0,0,0
221,tamilish,xlm_roberta,xlm-roberta-base,6,17,19,2.8333,0.0,0,0,0,0
5111,tamilish,xlm_roberta,xlm-roberta-base,17,37,39,2.1765,0.0,0,0,0,0
9354,tamilish,xlm_roberta,xlm-roberta-base,9,18,20,2.0,0.0,0,0,0,0
8892,tamilish,xlm_roberta,xlm-roberta-base,9,16,18,1.7778,0.0,0,0,0,0
4728,tamilish,xlm_roberta,xlm-roberta-base,10,21,23,2.1,0.0,0,0,0,0
7144,tamilish,xlm_roberta,xlm-roberta-base,8,15,17,1.875,0.0,0,0,0,0
1048,tamilish,xlm_roberta,xlm-roberta-base,8,12,14,1.5,0.0,0,0,0,0
233,tamilish,xlm_roberta,xlm-roberta-base,5,11,13,2.2,0.0,0,0,0,0
9008,tamilish,xlm_roberta,xlm-roberta-base,8,14,16,1.75,0.0,0,0,0,0
3615,tamilish,xlm_roberta,xlm-roberta-base,8,15,17,1.875,0.0,0,0,0,0
4411,tamilish,xlm_roberta,xlm-roberta-base,8,13,15,1.625,0.0,0,0,0,0
8480,tamilish,xlm_roberta,xlm-roberta-base,8,17,19,2.125,0.0,0,0,0,0
2490,tamilish,xlm_roberta,xlm-roberta-base,18,33,35,1.8333,0.0,0,0,0,0
9815,tamilish,xlm_roberta,xlm-roberta-base,9,28,30,3.1111,0.0,0,0,0,0
7612,tamilish,xlm_roberta,xlm-roberta-base,11,21,23,1.9091,0.0,0,0,0,0
6675,tamilish,xlm_roberta,xlm-roberta-base,11,24,26,2.1818,0.0,0,0,0,0
2203,tamilish,xlm_roberta,xlm-roberta-base,8,12,14,1.5,0.0,0,0,0,0
1996,tamilish,xlm_roberta,xlm-roberta-base,10,16,18,1.6,0.0,0,0,0,0
4792,tamilish,xlm_roberta,xlm-roberta-base,5,10,12,2.0,0.0,0,0,0,0
2252,tamilish,xlm_roberta,xlm-roberta-base,9,22,24,2.4444,0.0,0,0,0,0
8510,tamilish,xlm_roberta,xlm-roberta-base,11,27,29,2.4545,0.0,0,0,0,0
6148,tamilish,xlm_roberta,xlm-roberta-base,7,12,14,1.7143,0.0,0,0,0,0
6485,tamilish,xlm_roberta,xlm-roberta-base,6,11,13,1.8333,0.0,0,0,0,0
2672,tamilish,xlm_roberta,xlm-roberta-base,12,25,27,2.0833,0.0,0,0,0,0
1964,tamilish,xlm_roberta,xlm-roberta-base,7,17,19,2.4286,0.0,0,0,0,0
6550,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
9112,tamilish,xlm_roberta,xlm-roberta-base,9,19,21,2.1111,0.0,0,0,0,0
4265,tamilish,xlm_roberta,xlm-roberta-base,8,16,18,2.0,0.0,0,0,0,0
6547,tamilish,xlm_roberta,xlm-roberta-base,11,26,28,2.3636,0.0,0,0,0,0
755,tamilish,xlm_roberta,xlm-roberta-base,17,35,37,2.0588,0.0,0,0,0,0
7317,tamilish,xlm_roberta,xlm-roberta-base,14,26,28,1.8571,0.0,0,0,0,0
7978,tamilish,xlm_roberta,xlm-roberta-base,7,14,16,2.0,0.0,0,0,0,0
5581,tamilish,xlm_roberta,xlm-roberta-base,16,36,38,2.25,0.0,0,0,0,0
2355,tamilish,xlm_roberta,xlm-roberta-base,6,16,18,2.6667,0.0,0,0,0,0
884,tamilish,xlm_roberta,xlm-roberta-base,6,19,21,3.1667,0.0,0,0,0,0
536,tamilish,xlm_roberta,xlm-roberta-base,19,39,41,2.0526,0.0,0,0,0,0
6433,tamilish,xlm_roberta,xlm-roberta-base,15,29,31,1.9333,0.0,0,0,0,0
8984,tamilish,xlm_roberta,xlm-roberta-base,6,16,18,2.6667,0.0,0,0,0,0
7473,tamilish,xlm_roberta,xlm-roberta-base,10,20,22,2.0,0.0,0,0,0,0
3426,tamilish,xlm_roberta,xlm-roberta-base,14,30,32,2.1429,0.0,0,0,0,0
5529,tamilish,xlm_roberta,xlm-roberta-base,5,12,14,2.4,0.0,0,0,0,0
2688,tamilish,xlm_roberta,xlm-roberta-base,6,11,13,1.8333,0.0,0,0,0,0
2802,tamilish,xlm_roberta,xlm-roberta-base,10,20,22,2.0,0.0,0,0,0,0
5190,tamilish,xlm_roberta,xlm-roberta-base,23,48,50,2.087,0.0,0,0,0,0
7355,tamilish,xlm_roberta,xlm-roberta-base,8,21,23,2.625,0.0,0,0,0,0
4997,tamilish,xlm_roberta,xlm-roberta-base,6,14,16,2.3333,0.0,0,0,0,0
2347,tamilish,xlm_roberta,xlm-roberta-base,12,28,30,2.3333,0.0,0,0,0,0
7275,tamilish,xlm_roberta,xlm-roberta-base,8,13,15,1.625,0.0,0,0,0,0
2596,tamilish,xlm_roberta,xlm-roberta-base,8,16,18,2.0,0.0,0,0,0,0
2315,tamilish,xlm_roberta,xlm-roberta-base,6,18,20,3.0,0.0,0,0,0,0
7373,tamilish,xlm_roberta,xlm-roberta-base,6,13,15,2.1667,0.0,0,0,0,0
6992,tamilish,xlm_roberta,xlm-roberta-base,9,22,24,2.4444,0.0,0,0,0,0
6093,tamilish,xlm_roberta,xlm-roberta-base,10,21,23,2.1,0.0,0,0,0,0
4385,tamilish,xlm_roberta,xlm-roberta-base,7,14,16,2.0,0.0,0,0,0,0
3982,tamilish,xlm_roberta,xlm-roberta-base,14,29,31,2.0714,0.0,0,0,0,0
6737,tamilish,xlm_roberta,xlm-roberta-base,11,24,26,2.1818,0.0,0,0,0,0
5845,tamilish,xlm_roberta,xlm-roberta-base,25,54,56,2.16,0.0,0,0,0,0
486,tamilish,xlm_roberta,xlm-roberta-base,12,29,31,2.4167,0.0,0,0,0,0
1862,tamilish,xlm_roberta,xlm-roberta-base,9,17,19,1.8889,0.0,0,0,0,0
831,tamilish,xlm_roberta,xlm-roberta-base,6,11,13,1.8333,0.0,0,0,0,0
2006,tamilish,xlm_roberta,xlm-roberta-base,6,15,17,2.5,0.0,0,0,0,0
9447,tamilish,xlm_roberta,xlm-roberta-base,8,15,17,1.875,0.0,0,0,0,0
4928,tamilish,xlm_roberta,xlm-roberta-base,8,14,16,1.75,0.0,0,0,0,0
5668,tamilish,xlm_roberta,xlm-roberta-base,4,10,12,2.5,0.0,0,0,0,0
2686,tamilish,xlm_roberta,xlm-roberta-base,11,25,27,2.2727,0.0,0,0,0,0
4200,tamilish,xlm_roberta,xlm-roberta-base,6,12,14,2.0,0.0,0,0,0,0
4119,tamilish,xlm_roberta,xlm-roberta-base,7,16,18,2.2857,0.0,0,0,0,0
667,tamilish,xlm_roberta,xlm-roberta-base,9,12,14,1.3333,0.0,0,0,0,0
5922,tamilish,xlm_roberta,xlm-roberta-base,21,45,47,2.1429,0.0,0,0,0,0
911,tamilish,xlm_roberta,xlm-roberta-base,9,19,21,2.1111,0.0,0,0,0,0
2037,tamilish,xlm_roberta,xlm-roberta-base,30,66,68,2.2,0.0,1,0,0,0
8263,tamilish,xlm_roberta,xlm-roberta-base,10,23,25,2.3,0.0,0,0,0,0
7755,tamilish,xlm_roberta,xlm-roberta-base,5,9,11,1.8,0.0,0,0,0,0
9823,tamilish,xlm_roberta,xlm-roberta-base,5,13,15,2.6,0.0,0,0,0,0
793,tamilish,xlm_roberta,xlm-roberta-base,28,58,60,2.0714,0.0,0,0,0,0
7575,tamilish,xlm_roberta,xlm-roberta-base,12,22,24,1.8333,0.0,0,0,0,0
3296,tamilish,xlm_roberta,xlm-roberta-base,21,39,41,1.8571,0.0,0,0,0,0
6040,tamilish,xlm_roberta,xlm-roberta-base,10,17,19,1.7,0.0,0,0,0,0
7202,tamilish,xlm_roberta,xlm-roberta-base,38,71,73,1.8684,0.0,1,0,0,0
1505,tamilish,xlm_roberta,xlm-roberta-base,15,35,37,2.3333,0.0,0,0,0,0
3826,tamilish,xlm_roberta,xlm-roberta-base,7,19,21,2.7143,0.0,0,0,0,0
8094,tamilish,xlm_roberta,xlm-roberta-base,10,22,24,2.2,0.0,0,0,0,0
3200,tamilish,xlm_roberta,xlm-roberta-base,14,32,34,2.2857,0.0,0,0,0,0
8717,tamilish,xlm_roberta,xlm-roberta-base,14,27,29,1.9286,0.0,0,0,0,0
3587,tamilish,xlm_roberta,xlm-roberta-base,8,18,20,2.25,0.0,0,0,0,0
6830,tamilish,xlm_roberta,xlm-roberta-base,10,19,21,1.9,0.0,0,0,0,0
3101,tamilish,xlm_roberta,xlm-roberta-base,4,15,17,3.75,0.0,0,0,0,0
3998,tamilish,xlm_roberta,xlm-roberta-base,4,6,8,1.5,0.0,0,0,0,0
1641,tamilish,xlm_roberta,xlm-roberta-base,10,21,23,2.1,0.0,0,0,0,0
7909,tamilish,xlm_roberta,xlm-roberta-base,4,8,10,2.0,0.0,0,0,0,0
78,tamilish,xlm_roberta,xlm-roberta-base,15,30,32,2.0,0.0,0,0,0,0
6015,tamilish,xlm_roberta,xlm-roberta-base,8,21,23,2.625,0.0,0,0,0,0
6621,tamilish,xlm_roberta,xlm-roberta-base,8,14,16,1.75,0.0,0,0,0,0
7635,tamilish,xlm_roberta,xlm-roberta-base,13,26,28,2.0,0.0,0,0,0,0
